tif_name,tif_year,tif_number,property_tax_extraction,expenses,transfers_in,transfers_out,distribution,fund_balance_end
Kostner Avenue,2008,162,0,0,0,0,0,0
35th/Halsted,2009,1,4364671,865695,0,0,0,15391369
41st/King,2009,2,205432,74147,0,0,0,628948
49th Street/St. Lawrence Avenue,2009,4,486468,96694,0,0,0,1581177
60th and Western,2009,5,312757,8872,0,0,0,3210755
72nd and Cicero,2009,6,366329,8589,0,0,0,2272895
73rd and Kedzie,2009,7,1941,2638,0,0,0,429018
95th Street and Stony Island,2009,8,1080498,804374,0,0,0,4874532
95th and Western,2009,9,870570,467762,0,0,0,4356302
126th and Torrence,2009,10,873593,795874,0,0,0,2009388
Addison Corridor North,2009,11,1636880,450981,0,0,0,9219391
Bryn Mawr/Broadway,2009,13,1805422,1029277,143578,0,0,7367669
Chatham-Ridge,2009,15,1668711,3991253,0,0,0,12758563
Chinatown Basin,2009,16,2566226,56200,0,0,0,15145835
Division-Hooker,2009,17,221178,6536,0,0,0,1561829
Division/North Branch,2009,18,263859,313861,0,0,0,309711
Eastman/North Branch,2009,19,266949,6688,0,0,0,1805274
Edgewater,2009,20,-11600,1179733,0,143577,0,457185
Englewood Mall,2009,21,524321,8900,0,0,0,5937810
Goose Island,2009,23,3451633,2349564,0,0,0,10217084
Homan-Arthington,2009,24,430323,169864,0,0,0,4653320
Homan/Grand Trunk,2009,25,124075,6772,0,0,0,2287149
Howard-Paulina,2009,26,1945645,531403,0,0,0,9434214
Irving/Cicero,2009,27,745498,1093554,120000,0,0,715294
Lincoln-Belmont-Ashland,2009,28,1051254,592189,0,0,0,-4995808
Michigan/Cermak,2009,29,941800,331249,0,195000,0,2940291
Near North,2009,30,15881045,7918087,46644,-2500000,0,48750217
Near South,2009,31,55324164,36717165,0,0,0,123234864
Near West,2009,32,11552733,1601227,0,-4220475,0,50937516
North Branch (North),2009,33,4408414,1181701,180604,0,0,24930382
North Branch (South),2009,34,5644633,3375320,2500000,0,0,27654972
North-Cicero,2009,35,1136170,1359185,0,0,0,1545098
Read-Dunning,2009,36,2834233,962917,0,0,0,9939238
River South,2009,37,10664963,4139508,0,-4115000,0,27279019
Roosevelt/Cicero,2009,38,2592384,98604,0,0,0,9714170
Roosevelt/Canal,2009,39,1555331,3250648,0,0,0,2324870
Roosevelt-Homan,2009,40,962627,222663,0,0,0,6396725
Sanitary Drainage and Ship Canal,2009,42,916137,702881,0,0,0,2230655
Stockyards Annex,2009,43,2041771,261004,0,0,0,12969812
Stockyards Industrial Commercial,2009,44,2228680,1613423,0,0,0,5025398
Stockyards Southeast Quadrant Industrial,2009,45,2074001,693830,0,0,0,9087318
West Grand,2009,46,92731,45465,0,0,0,176521
West Ridge/Peterson,2009,47,530979,794330,0,0,0,1232309
Western/Ogden,2009,48,7471271,915172,0,0,0,18892972
89th and State,2009,49,350367,337260,0,0,0,393781
West Pullman Industrial Park Conservation Area,2009,50,38103,3460,0,0,0,155030
Kinzie Industrial Corridor,2009,52,17493350,9583908,0,-3058845,0,49738032
Pilsen Industrial Corridor,2009,53,12273425,7999752,0,0,0,51914377
Stony Island Avenue Commercial and Burnside Industrial Corridors,2009,54,2345858,585496,0,725660,0,9519807
43rd/Cottage Grove,2009,55,2899227,1002651,0,-671680,0,7559298
79th Street Corridor,2009,56,922723,109999,0,0,0,3167873
Jefferson Park Business District,2009,57,967245,39664,0,0,0,3632960
Portage Park,2009,58,3263305,215381,0,-120000,0,13260394
Calumet Avenue/Cermak Road,2009,59,7255879,157649,0,0,0,66450877
71st/Stony Island,2009,60,3550274,36961703,3400487,0,0,-8115363
Bronzeville,2009,61,4251688,226053,0,0,0,21486499
Roosevelt/Racine,2009,62,1729425,2371078,0,0,0,2115145
Canal/Congress,2009,63,19659528,5627663,91731,0,0,54750701
Northwest Industrial Corridor,2009,64,7252088,2846649,0,-2600923,0,16544822
Woodlawn,2009,65,3151470,75804,0,-1013463,0,9427929
Greater Southwest Industrial Corridor (East),2009,66,791179,378247,0,0,0,2402560
Archer Courts,2009,67,293183,196342,0,0,0,1305308
Roosevelt/Union,2009,68,4701999,79424,0,0,0,9273312
Pulaski Corridor,2009,69,3192013,993255,0,802383,0,12017573
Clark/Montrose,2009,70,2467641,820283,2000000,0,0,9610566
Galewood/Armitage Industrial,2009,71,2738239,678110,303656,0,0,10028524
24th/Michigan,2009,72,1109711,4660538,4310000,0,0,2407421
111th Street/Kedzie Avenue Business District,2009,73,547696,39214,0,0,0,2839966
Clark Street and Ridge Avenue,2009,74,2093049,830320,0,0,0,6888438
Madison/Austin Corridor,2009,75,2011507,13099882,2105844,0,0,6078471
Devon/Western,2009,76,2998749,1886657,0,-379339,0,9537792
Lincoln Avenue,2009,77,2991817,13194560,1205798,0,0,31154664
South Works Industrial,2009,78,185145,4687,0,0,0,880856
35th and Wallace,2009,79,564873,293374,0,0,0,1641498
Belmont/Central,2009,81,3410246,3588686,0,-211642,0,9588817
Belmont/Cicero,2009,82,1380889,327570,0,0,0,3987400
West Irving Park,2009,83,1176593,4114351,0,0,0,4336099
Western Avenue North,2009,84,4785633,1292959,0,-3205798,0,11743235
Western Avenue South,2009,85,6387660,637945,0,0,0,19898879
Central West,2009,86,14329169,28859260,4220475,0,0,40975295
Fullerton/Milwaukee,2009,87,6436495,6788467,52044,0,0,17687398
Lawrence/Kedzie,2009,88,6932372,21682453,0,0,0,14802651
Midway Industrial Corridor,2009,89,1801602,51492,0,-729070,0,3684448
Peterson/Cicero,2009,90,575670,339561,0,0,0,712318
Peterson/Pulaski,2009,91,1228588,639448,0,0,0,34829848
Greater Southwest Industrial Corridor (West),2009,92,2180592,146849,0,0,0,8932550
South Chicago,2009,93,984778,279216,0,0,0,4044044
Chicago/Kingsbury,2009,94,11673687,6818332,0,0,0,26892518
Midwest,2009,95,14414560,14012555,0,-1946989,0,38906899
Cicero/Archer,2009,96,869079,20527,0,0,0,5010476
51st/Archer,2009,97,823055,27048556,1518151,0,0,4548471
63rd/Pulaski,2009,98,2212427,64070,0,-789081,0,7397068
Archer/Central,2009,99,908401,2639061,0,0,0,1838714
Ohio/Wabash,2009,100,1527719,1238345,0,0,0,1543155
Jefferson/Roosevelt,2009,101,5012587,556792,0,0,0,11760644
Montclare,2009,102,382895,273360,0,0,0,604903
Lake Calumet Area Industrial,2009,103,4128858,3329865,0,0,0,16574192
River West,2009,104,11113970,7653459,0,-84225,0,23430754
53rd Street,2009,105,834373,449065,0,0,0,3358710
Englewood Neighborhood,2009,106,4881547,364076,0,0,0,20451696
Division/Homan,2009,107,1369544,817003,0,0,0,4077582
Humboldt Park Commercial,2009,108,2813315,1013853,0,0,0,6771623
Lawrence/Broadway,2009,109,3281784,1088167,0,-1000000,0,5211296
Wilson Yard,2009,110,6290712,976179,0,0,0,20798300
105th/Vincennes,2009,111,175776,5663,0,0,0,845521
79th Street/Southwest Highway,2009,112,1349629,59535,0,0,0,5559775
Roseland/Michigan,2009,113,751140,104269,0,0,0,1935284
119th and Halsted,2009,114,624946,257634,0,0,0,2774768
Chicago/Central Park,2009,115,6385328,15688979,6211282,0,0,25416108
Lawrence/Pulaski,2009,116,1568049,706666,0,0,0,5959103
47th/Ashland,2009,117,3133417,523958,0,0,0,11037081
47th/King Drive,2009,118,8146598,164957,0,-1500000,0,27731588
Lakefront,2009,119,116996,56320,0,0,0,355823
45th/Western Industrial Park Conservation Area,2009,120,162939,146410,0,0,0,174357
47th/Halsted,2009,121,3207383,286091,0,0,0,11805186
Drexel Boulevard,2009,122,445352,485904,0,0,0,377451
Avalon Park/South Shore,2009,123,700307,14275,0,-375884,0,2172833
67th/Cicero,2009,124,295057,246370,0,0,0,355666
119th/I-57,2009,125,1114477,446029,0,0,0,2893649
Madden/Wells,2009,126,734981,1253718,671680,0,0,1019465
87th/Cottage Grove,2009,127,1917166,250250,0,-1285481,0,5250324
Commercial Avenue,2009,128,1738875,124474,0,0,0,8124710
Diversey/Narragansett,2009,129,2378649,59294,0,0,0,4235045
Edgewater/Ashland,2009,130,0,4275,0,0,0,3833210
35th/State,2009,131,712701,258960,0,0,0,1864201
40th/State,2009,132,0,0,0,0,0,0
83rd/Stewart,2009,133,401291,14073,0,0,0,536999
Devon/Sheridan,2009,134,492560,335584,0,0,0,1142013
Pratt/Ridge Industrial Park Conservation Area,2009,135,307247,8032,0,0,0,563111
47th/State,2009,136,1754378,575244,0,0,0,5089915
Lakeside/Clarendon,2009,137,82403,3949,0,0,0,204554
69th/Ashland,2009,138,522995,431100,0,0,0,763735
Ravenswood Corridor,2009,139,867091,215419,0,0,0,2154146
79th/Cicero,2009,140,287477,7883,0,0,0,440437
26th and King Drive,2009,141,185668,6222,0,0,0,235402
Western Avenue/Rock Island,2009,142,1966880,65976,0,0,0,3632572
63rd/Ashland,2009,143,0,0,0,0,0,0
Harrison/Central,2009,144,905738,867844,0,0,0,1817740
73rd/University,2009,145,951101,133053,0,0,0,1559304
Touhy/Western,2009,146,802610,8095452,379339,0,0,1754684
LaSalle Central,2009,147,26592131,1899583,0,0,0,51542540
Harlem Industrial Park Conservation Area,2009,148,357998,8363,0,0,0,608688
Stevenson/Brighton,2009,149,1156179,367162,0,0,0,1682021
Addison South,2009,150,1775830,32650,0,0,0,32917500
Armitage/Pulaski,2009,151,255810,7244,0,0,0,499413
Little Village Industrial Corridor,2009,152,850376,16716,0,-2500,0,1420505
Elston/Armstrong Industrial Corridor,2009,153,523537,11895,0,0,0,897927
Pershing/King,2009,154,132068,1751044,1500000,0,0,449889
79th/Vincennes,2009,155,520652,173809,0,0,0,799007
Austin Commercial,2009,156,1128712,45518,0,0,0,2119684
Hollywood/Sheridan,2009,157,314795,1007772,1000000,0,0,492779
Weed/Freemont,2009,158,28269,247,0,0,0,28025
134th and Avenue K,2009,159,0,0,0,0,0,0
Kennedy/Kimball,2009,160,9357,165,0,0,0,9193
Ogden/Pulaski,2009,161,1568773,24247,0,0,0,1544976
Kostner Avenue,2009,162,2798,50,0,0,0,2748
Archer/Western,2009,163,0,0,0,0,0,0
Little Village East,2009,164,0,0,0,0,0,0
Irving Park/Elston,2009,165,0,0,0,0,0,0
North Pullman,2009,166,0,2500,2500,0,0,1
Avondale,2009,167,0,0,0,0,0,0
35th/Halsted,2010,1,4702898,801061,0,0,0,19386107
41st/King,2010,2,167445,73931,0,0,0,723077
49th Street/St. Lawrence Avenue,2010,4,411313,89236,0,0,0,1904910
60th and Western,2010,5,183245,6108,0,0,0,3390990
72nd and Cicero,2010,6,102840,7881,0,0,0,2369962
73rd and Kedzie,2010,7,0,2778,0,0,0,427324
95th Street and Stony Island,2010,8,957083,3004199,0,0,0,1830355
95th and Western,2010,9,921071,600288,0,0,0,4681487
126th and Torrence,2010,10,714902,1271785,0,0,0,526198
Addison Corridor North,2010,11,1561081,153257,0,0,0,10636632
Bryn Mawr/Broadway,2010,13,2100457,714494,0,700000,0,38054823
Chatham-Ridge,2010,15,926986,6886227,0,0,0,8231736
Chinatown Basin,2010,16,2172889,482521,0,0,0,14659269
Division-Hooker,2010,17,169647,4929,0,0,0,1728094
Division/North Branch,2010,18,241544,306895,0,0,0,3244582
Eastman/North Branch,2010,19,169109,5838,0,0,0,1469856
Englewood Mall,2010,21,536673,1115696,0,0,0,5429628
Goose Island,2010,23,3735089,3786380,0,0,0,10171100
Homan-Arthington,2010,24,550696,248466,0,0,0,4469430
Homan/Grand Trunk,2010,25,246543,7107,0,0,0,2528828
Howard-Paulina,2010,26,1320911,7323744,0,0,0,3481767
Irving/Cicero,2010,27,628309,729178,62947,0,0,677920
Lincoln-Belmont-Ashland,2010,28,956277,1165816,0,0,0,1605353
Michigan/Cermak,2010,29,1295800,486238,0,195000,0,2633236
Near North,2010,30,15362269,12825881,0,0,0,51317215
Near South,2010,31,58135468,18827780,0,0,0,162621625
Near West,2010,32,13372771,1838994,0,8504376,0,54282776
North Branch (North),2010,33,4078705,1542782,0,0,0,27490793
North Branch (South),2010,34,5305853,4073326,0,0,0,28914730
North-Cicero,2010,35,1158853,1128845,0,0,0,1576835
Read-Dunning,2010,36,2638124,1766661,0,0,0,10871369
River South,2010,37,11026730,9851485,10000000,4115000,0,34544557
Roosevelt/Cicero,2010,38,2538718,293854,0,0,0,11969384
Roosevelt/Canal,2010,39,931342,2092673,0,0,0,1165439
Roosevelt-Homan,2010,40,1246757,300819,0,0,0,7389750
Sanitary Drainage and Ship Canal,2010,42,771521,1132302,0,0,0,1876171
Stockyards Annex,2010,43,1657286,293043,0,0,0,14346998
Stockyards Industrial Commercial,2010,44,1887019,1801904,0,0,0,5111876
Stockyards Southeast Quadrant Industrial,2010,45,1430044,716667,0,0,0,9802759
West Grand,2010,46,22190,4021,0,0,0,3104851
West Ridge/Peterson,2010,47,450925,982379,0,0,0,721280
Western/Ogden,2010,48,7462525,3009780,0,0,0,23364142
89th and State,2010,49,365144,340653,0,0,0,418564
West Pullman Industrial Park Conservation Area,2010,50,745,63969,0,0,0,91951
Kinzie Industrial Corridor,2010,52,17458853,14008782,0,2974054,0,50393394
Pilsen Industrial Corridor,2010,53,9147255,10483197,0,0,0,50598633
Stony Island Avenue Commercial and Burnside Industrial Corridors,2010,54,2583580,948497,0,1101912,0,7980090
43rd/Cottage Grove,2010,55,2748224,3248533,0,0,0,7066507
79th Street Corridor,2010,56,998154,38974,0,0,0,4730982
Jefferson Park Business District,2010,57,1010992,244778,0,0,0,3567009
Portage Park,2010,58,2966679,826075,0,62947,0,15351560
Calumet Avenue/Cermak Road,2010,59,6890603,97862,0,0,0,73309502
71st/Stony Island,2010,60,4033490,33133913,4186662,0,0,23858686
Bronzeville,2010,61,3670225,3704066,0,0,0,21474341
Roosevelt/Racine,2010,62,1753960,903664,0,0,0,2967535
Canal/Congress,2010,63,17342245,8382564,0,10000000,0,53766168
Northwest Industrial Corridor,2010,64,6529367,1575177,0,3205336,0,18311486
Woodlawn,2010,65,3024154,73515,0,1147501,0,11241257
Greater Southwest Industrial Corridor (East),2010,66,900171,1279566,0,0,0,2025144
Archer Courts,2010,67,266473,133026,0,0,0,1440085
Roosevelt/Union,2010,68,3943105,7962741,0,0,0,5260916
Pulaski Corridor,2010,69,3227671,185897,0,780141,0,11438019
Clark/Montrose,2010,70,2491644,4110112,0,0,0,8001156
Galewood/Armitage Industrial,2010,71,2689968,25053647,536558,0,0,19828677
24th/Michigan,2010,72,1333433,4548394,4310000,0,0,3508750
111th Street/Kedzie Avenue Business District,2010,73,656446,913058,0,0,0,2092629
Clark Street and Ridge Avenue,2010,74,2445465,1554398,0,0,0,7786241
Madison/Austin Corridor,2010,75,2460256,2844953,2791560,0,0,8490168
Devon/Western,2010,76,3315291,1077911,0,1836601,0,9948576
Lincoln Avenue,2010,77,2802299,20167772,651676,0,0,14571633
South Works Industrial,2010,78,100833,4878,0,0,0,977655
35th and Wallace,2010,79,636323,13450,0,0,0,2266157
Belmont/Central,2010,81,3750669,1185022,0,247491,0,11917240
Belmont/Cicero,2010,82,1545924,2956285,0,0,0,2580550
West Irving Park,2010,83,1268840,818223,0,0,0,4791180
Western Avenue North,2010,84,5461945,1125562,0,651676,0,15440620
Western Avenue South,2010,85,6408955,2386028,0,0,0,23946588
Central West,2010,86,13356634,12672408,8504376,0,0,50204980
Fullerton/Milwaukee,2010,87,7079794,9899648,0,1000000,0,40622758
Lawrence/Kedzie,2010,88,7490494,3764506,0,0,0,18545129
Midway Industrial Corridor,2010,89,1314488,45317,0,866393,0,4092245
Peterson/Cicero,2010,90,459442,140085,0,0,0,1032528
Peterson/Pulaski,2010,91,996289,670051,0,0,0,5160976
Greater Southwest Industrial Corridor (West),2010,92,835012,39445,0,0,0,9737142
South Chicago,2010,93,1048714,21135,0,0,0,4252143
Chicago/Kingsbury,2010,94,14780288,9430077,0,0,0,32268163
Midwest,2010,95,14210154,6460307,0,5514401,0,41898970
Cicero/Archer,2010,96,904751,180724,0,0,0,5739635
51st/Archer,2010,97,776957,7300316,2460330,0,0,10123632
63rd/Pulaski,2010,98,2804016,142120,0,1593937,0,8472916
Archer/Central,2010,99,937919,626125,0,0,0,2152639
Ohio/Wabash,2010,100,1214080,2167377,0,0,0,592318
Jefferson/Roosevelt,2010,101,4659665,355757,0,0,0,16078011
Montclare,2010,102,408985,250861,0,0,0,763625
Lake Calumet Area Industrial,2010,103,3311509,3724760,0,1773456,0,14402458
River West,2010,104,11330333,6525709,0,0,0,28286360
River West,2010,104,11330333,6525709,0,0,0,28286360
53rd Street,2010,105,967252,627260,0,0,0,3702004
Englewood Neighborhood,2010,106,0,1679847,0,0,0,3756727
Division/Homan,2010,107,1380942,252956,0,0,0,5210637
Humboldt Park Commercial,2010,108,2880648,397338,0,0,0,9262754
Lawrence/Broadway,2010,109,3616283,1300473,0,0,0,7533292
Wilson Yard,2010,110,6499828,10742714,0,0,0,16572992
105th/Vincennes,2010,111,321582,17286,0,0,0,1150733
79th Street/Southwest Highway,2010,112,1741869,2638080,0,0,0,4667559
Roseland/Michigan,2010,113,945847,131307,0,0,0,2751885
119th and Halsted,2010,114,1054003,318885,0,0,0,3512960
Chicago/Central Park,2010,115,6114888,21250353,9393305,0,0,75197329
Lawrence/Pulaski,2010,116,1794136,239641,0,0,0,7519872
47th/Ashland,2010,117,2976421,4110076,1163175,0,0,31101735
47th/King Drive,2010,118,7830248,2288678,0,352200,0,32950255
Lakefront,2010,119,219270,55932,0,0,0,519491
45th/Western Industrial Park Conservation Area,2010,120,74406,5726,0,0,0,243273
47th/Halsted,2010,121,3085337,2529005,0,1163175,0,11210430
Drexel Boulevard,2010,122,296192,433578,0,0,0,240313
Avalon Park/South Shore,2010,123,872062,18796,0,452181,0,2576252
67th/Cicero,2010,124,325050,259616,0,0,0,421396
119th/I-57,2010,125,1755486,1211584,0,0,0,3440293
Madden/Wells,2010,126,865706,582788,0,0,0,1303284
87th/Cottage Grove,2010,127,2150683,243632,0,1485068,0,5677913
Commercial Avenue,2010,128,1728792,134095,0,0,0,9727811
Diversey/Narragansett,2010,129,2149722,3473440,0,0,0,2913475
Edgewater/Ashland,2010,130,0,10524,0,0,0,3826110
35th/State,2010,131,1224717,370961,0,0,0,2719919
40th/State,2010,132,0,0,0,0,0,0
83rd/Stewart,2010,133,414311,7975,0,0,0,944005
Devon/Sheridan,2010,134,631656,238315,0,0,0,1536708
Pratt/Ridge Industrial Park Conservation Area,2010,135,370944,9360,0,0,0,925348
47th/State,2010,136,1728338,33790,0,0,0,6790001
Lakeside/Clarendon,2010,137,90034,4295,0,0,0,290530
69th/Ashland,2010,138,518815,550561,0,0,0,732498
Ravenswood Corridor,2010,139,1143585,190133,0,0,0,3109977
79th/Cicero,2010,140,526411,9390,0,0,0,958007
26th and King Drive,2010,141,1018425,13929,0,0,0,1240434
Western Avenue/Rock Island,2010,142,2290138,229887,0,0,0,5697111
63rd/Ashland,2010,143,0,0,0,0,0,0
Harrison/Central,2010,144,762732,1327190,0,0,0,1255237
73rd/University,2010,145,312221,15012,0,0,0,1858226
Touhy/Western,2010,146,790543,13486512,1836601,0,0,9745952
LaSalle Central,2010,147,19627645,3771270,0,20000000,0,47454250
Harlem Industrial Park Conservation Area,2010,148,185879,94188,0,0,0,701057
Stevenson/Brighton,2010,149,969073,223777,0,0,0,2429367
Addison South,2010,150,2451158,94361,0,0,0,5277811
Armitage/Pulaski,2010,151,383739,70272,0,0,0,813486
Little Village Industrial Corridor,2010,152,368810,11865,0,0,0,1779165
Elston/Armstrong Industrial Corridor,2010,153,436010,83580,0,0,0,1251442
Pershing/King,2010,154,103901,75300,352200,0,0,3831188
79th/Vincennes,2010,155,575421,12627,0,0,0,1362750
Austin Commercial,2010,156,1538808,321571,0,0,0,3339338
Hollywood/Sheridan,2010,157,0,225383,700000,0,0,2323240
Weed/Freemont,2010,158,131923,2911,0,0,0,157089
134th and Avenue K,2010,159,2931,384,0,0,0,2547
Kennedy/Kimball,2010,160,380123,5413,0,0,0,383941
Ogden/Pulaski,2010,161,2354679,41934,0,0,0,3860030
Kostner Avenue,2010,162,0,354,0,0,0,2398
Archer/Western,2010,163,492203,7815,0,0,0,484423
Little Village East,2010,164,171865,3222,0,0,0,168656
Irving Park/Elston,2010,165,515581,7618,0,0,0,507998
North Pullman,2010,166,290943,3908,0,0,0,3287052
Avondale,2010,167,257032,3791,1000000,0,0,1253869
Calumet River,2010,168,0,0,0,0,0,0
Ewing Avenue,2010,169,0,1126410,1773456,0,0,647046
Chicago Lakeside Development Ph.1,2010,170,0,0,0,0,0,0
West Woodlawn,2010,171,0,0,0,0,0,0
Randolph/Wells,2010,172,0,20000000,20000000,0,0,2105
Montrose/Clarendon,2010,173,0,0,0,0,0,0
35th/Halsted,2011,1,5786159,2010440,0,0,2000000,21477475
41st/King,2011,2,223086,71215,0,0,0,876942
49th Street/St. Lawrence Avenue,2011,4,535343,905122,0,0,0,2350484
60th and Western,2011,5,217464,9762,0,0,0,3607525
72nd and Cicero,2011,6,294402,6110,0,0,0,2664646
73rd and Kedzie,2011,7,0,2787,0,0,0,425619
95th Street and Stony Island,2011,8,1025658,844775,0,0,0,2068462
95th and Western,2011,9,1005452,899865,0,0,0,4798936
126th and Torrence,2011,10,762889,13801,0,0,0,1277733
Addison Corridor North,2011,11,1696783,163123,0,0,3500000,8692808
Bryn Mawr/Broadway,2011,13,2451741,468694,0,0,0,10057845
Chatham-Ridge,2011,15,580286,2048834,0,0,0,-4086
Division-Hooker,2011,17,170619,4990,0,0,0,1898310
Division/North Branch,2011,18,0,9392,0,0,0,487687
Eastman/North Branch,2011,19,243928,5517,0,0,0,1712265
Englewood Mall,2011,21,441851,907362,0,0,0,5064555
Goose Island,2011,23,4244474,2912247,0,0,0,11515794
Homan-Arthington,2011,24,621269,234005,0,0,0,4868532
Homan/Grand Trunk,2011,25,260868,5461,0,0,0,2790976
Howard-Paulina,2011,26,1400539,156731,0,0,0,4787082
Irving/Cicero,2011,27,694281,735748,500000,0,0,1137713
Lincoln-Belmont-Ashland,2011,28,1214315,1162661,0,0,0,1657506
Michigan/Cermak,2011,29,1305564,220489,0,195000,0,3588000
Near North,2011,30,18823812,6370697,0,0,9000000,54857756
Near South,2011,31,69014434,12677772,0,0,48000000,171266030
Near West,2011,32,14941730,9651233,0,6623760,13000000,40291134
North Branch (North),2011,33,4268117,262591,0,0,0,34570751
North Branch (South),2011,34,7084579,3860169,0,0,1000000,34216015
North-Cicero,2011,35,893562,380627,0,0,0,2094422
Read-Dunning,2011,36,3098803,1302117,0,0,2000000,10734991
River South,2011,37,15585357,4591910,0,4115000,0,42017523
Roosevelt/Cicero,2011,38,2616509,425281,0,0,2000000,12191164
Roosevelt/Canal,2011,39,1167481,27164,0,0,0,2310364
